SupplierID,SupplierName,SupplierRegion,ComponentType,Month,Deliveries,UnitsReceived,DefectiveUnits,DefectRate,SupplierRating
SUP-0062,Burke-Owens Components,India,Metal Components,2024-12,18,8118,387,4.771,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2023-11,11,10549,101,0.967,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-08,2,4410,120,2.731,B
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-04,11,31691,475,1.502,B
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2025-08,8,26480,807,3.05,C
SUP-0075,White Inc Corp,India,Connectors,2024-01,11,48708,243,0.5,A
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2025-11,14,12446,275,2.214,B
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-05,5,10190,290,2.851,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-01,16,58768,2430,4.135,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-10,5,18730,319,1.708,B
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2023-08,10,46240,1982,4.287,C
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-12,14,3192,171,5.388,D
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2024-11,21,5754,318,5.538,D
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2023-04,16,51824,1736,3.351,C
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-08,2,1578,70,4.45,C
SUP-0075,White Inc Corp,India,Connectors,2025-07,3,9039,63,0.701,A
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-01,3,7833,176,2.257,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-11,4,12372,74,0.604,A
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-02,2,4588,45,0.986,A
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-05,23,109779,5983,5.451,D
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-12,8,30072,2010,6.686,D
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-03,14,58534,292,0.5,A
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-06,18,16452,859,5.224,D
SUP-0062,Burke-Owens Components,India,Metal Components,2025-05,16,17104,507,2.97,B
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-05,17,80291,4038,5.03,D
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2025-06,10,28890,526,1.822,B
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-02,3,3207,88,2.749,B
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-09,22,97262,4547,4.676,C
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2025-03,15,43230,1364,3.156,C
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2025-12,18,30798,373,1.214,A
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2024-04,5,6755,159,2.361,B
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2024-05,13,19526,657,3.368,C
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-08,2,1430,77,5.419,D
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2023-02,14,3724,38,1.036,A
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-04,7,12075,585,4.845,C
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-09,18,3996,62,1.564,B
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-09,10,36530,1578,4.322,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-04,3,14859,767,5.167,D
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-02,24,71712,749,1.045,A
SUP-0031,Miller and Sons Corp,China,Connectors,2024-05,22,64350,4287,6.663,D
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-12,11,21428,690,3.223,C
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-04,12,57768,727,1.259,A
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2024-11,12,58164,3480,5.984,D
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2023-12,15,46440,534,1.151,A
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-12,9,7857,172,2.194,B
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-12,23,44068,1114,2.53,B
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-06,8,9256,469,5.073,D
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2024-06,22,81444,3642,4.472,C
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-09,21,61320,2641,4.308,C
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-01,10,22110,1768,8.0,D
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-02,23,83559,2859,3.422,C
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-10,7,25214,691,2.742,B
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-05,15,19785,597,3.021,C
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-03,8,11184,469,4.196,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-06,3,12561,125,0.999,A
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-02,11,17479,385,2.203,B
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-11,22,28776,1025,3.565,C
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-02,19,78546,6061,7.717,D
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-02,13,6006,304,5.073,D
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2025-03,9,20619,343,1.667,B
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-08,13,51402,2807,5.462,D
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-04,19,92188,7037,7.634,D
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-07,16,14752,713,4.84,C
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2025-09,16,33792,969,2.87,B
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2025-01,12,26772,1175,4.389,C
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-09,4,16812,336,2.004,B
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2023-01,20,17660,1017,5.76,D
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-11,25,121100,4888,4.036,C
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-07,23,15502,370,2.39,B
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2023-06,4,1888,123,6.553,D
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-12,24,87864,7029,8.0,D
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2025-09,7,16723,943,5.642,D
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-04,14,33530,2179,6.5,D
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2025-06,23,46161,2116,4.585,C
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-04,13,19955,929,4.657,C
SUP-0104,Bryant Inc Group,Poland,Metal Components,2023-03,3,6372,433,6.803,D
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2023-08,13,38675,193,0.5,A
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-02,17,7378,409,5.549,D
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-11,7,11844,840,7.098,D
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2023-04,3,8454,406,4.812,C
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-09,4,6440,111,1.725,B
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2025-02,6,6306,134,2.138,B
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-01,20,25960,345,1.333,A
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2024-04,8,3664,148,4.059,C
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2025-10,16,21872,1353,6.191,D
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-09,5,13560,113,0.839,A
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-11,16,17536,500,2.855,B
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-04,22,86130,2445,2.839,B
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-01,14,13062,928,7.105,D
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2024-04,12,15528,472,3.04,C
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2025-01,3,6834,274,4.014,C
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2023-03,25,54375,2523,4.641,C
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-03,3,2772,90,3.262,C
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-05,6,18462,745,4.036,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2023-02,25,57475,3616,6.293,D
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-05,5,7440,146,1.968,B
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-08,21,27237,727,2.671,B
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2024-04,14,64106,1476,2.303,B
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2024-11,13,52065,1066,2.048,B
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2024-02,9,33381,1755,5.259,D
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-12,11,19096,1202,6.3,D
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-06,23,62859,4108,6.537,D
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-09,15,61995,1053,1.699,B
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2025-09,16,68128,4808,7.058,D
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2025-04,13,57135,2519,4.41,C
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-08,10,23370,1818,7.782,D
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-11,4,16268,478,2.944,B
SUP-0031,Miller and Sons Corp,China,Connectors,2025-02,23,70196,3810,5.429,D
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-05,8,20200,1061,5.257,D
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-08,21,68775,2754,4.005,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-02,10,5440,31,0.578,A
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2023-11,13,64948,691,1.064,A
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-11,2,9202,342,3.719,C
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-11,17,57732,960,1.663,B
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-07,2,1554,86,5.554,D
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-02,4,3624,29,0.823,A
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-11,12,20664,403,1.951,B
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-06,10,19350,1111,5.745,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-06,20,16260,544,3.351,C
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-05,5,10945,353,3.233,C
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2025-12,24,52752,762,1.446,A
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-04,18,48690,491,1.009,A
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-10,18,59706,1931,3.235,C
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-04,5,1895,82,4.347,C
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2023-09,16,62896,547,0.87,A
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-11,11,50611,1768,3.495,C
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2024-10,21,19215,570,2.97,B
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-01,8,4584,309,6.744,D
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-04,14,33180,1080,3.256,C
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-10,9,9036,700,7.754,D
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2023-01,8,30688,527,1.718,B
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-10,5,1395,45,3.256,C
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-11,24,45984,755,1.642,B
SUP-0067,Woods-Liu Group,China,Transformers,2023-03,12,15132,705,4.663,C
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2025-01,23,38111,2509,6.585,D
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-01,21,26922,1145,4.256,C
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-07,12,30396,838,2.757,B
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2025-04,9,12087,141,1.168,A
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-01,8,30424,1872,6.153,D
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-04,21,24654,1517,6.157,D
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2023-03,16,41408,2353,5.685,D
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2025-10,5,21970,367,1.671,B
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-10,6,19686,981,4.984,C
SUP-0015,Chan LLC Manufacturing,India,Connectors,2024-04,9,36342,1144,3.149,C
SUP-0015,Chan LLC Manufacturing,India,Connectors,2025-11,13,26234,996,3.798,C
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-05,6,20094,920,4.582,C
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-01,20,63960,868,1.358,A
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-12,23,39054,3124,8.0,D
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-12,10,29000,368,1.27,A
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-11,10,40050,733,1.832,B
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-05,17,40732,2130,5.232,D
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-10,15,38475,2032,5.284,D
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-10,22,33638,1010,3.005,C
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-11,8,35024,1423,4.064,C
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2025-09,12,56964,376,0.661,A
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-11,20,7040,356,5.066,D
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2025-08,9,40023,812,2.03,B
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2024-03,21,103467,1754,1.696,B
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-06,25,58050,1654,2.85,B
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-09,5,16640,244,1.472,A
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-09,12,57096,372,0.652,A
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-01,8,14288,463,3.247,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2025-01,21,17493,187,1.07,A
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2023-03,19,77558,3467,4.47,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2024-10,15,46125,461,1.0,A
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-09,10,16400,609,3.719,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-05,8,28240,1446,5.122,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2024-05,18,46062,1329,2.887,B
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-09,10,25280,942,3.73,C
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-01,17,75021,4374,5.831,D
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2025-04,19,33687,824,2.448,B
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2025-10,18,84834,424,0.5,A
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2023-03,2,7044,111,1.581,B
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2025-11,3,5853,300,5.139,D
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2024-03,18,82044,1309,1.596,B
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-01,24,22608,1124,4.976,C
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-08,10,25290,728,2.881,B
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-12,11,35640,433,1.217,A
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-08,3,5265,158,3.01,C
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-06,19,54872,450,0.821,A
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2025-11,8,24920,825,3.312,C
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2024-05,18,9126,308,3.382,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-04,11,18062,1384,7.665,D
SUP-0075,White Inc Corp,India,Connectors,2025-12,20,18960,94,0.5,A
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-09,2,4218,192,4.568,C
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2023-06,23,34638,2257,6.517,D
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2024-01,23,43608,1753,4.021,C
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-08,11,31471,323,1.027,A
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2024-07,14,24458,723,2.958,B
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-06,21,85785,4555,5.31,D
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-03,19,66918,3239,4.841,C
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-10,10,31410,1262,4.018,C
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-07,21,51996,1493,2.872,B
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2025-02,16,9184,192,2.096,B
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2025-08,22,45650,1120,2.455,B
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-03,9,34542,1414,4.094,C
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2025-12,12,35040,488,1.395,A
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-09,21,104958,2020,1.925,B
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-06,19,71839,1901,2.647,B
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-01,2,454,18,4.165,C
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-03,20,68120,2478,3.638,C
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-06,18,77130,4253,5.515,D
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-10,23,69161,3911,5.656,D
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-08,14,44268,1025,2.317,B
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2025-11,19,45581,423,0.928,A
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2025-01,13,50609,818,1.617,B
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2024-09,25,98025,4246,4.332,C
SUP-0145,Charles LLC Manufacturing,India,Transformers,2024-09,8,7480,210,2.82,B
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-10,23,33005,1879,5.694,D
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-07,8,16576,186,1.122,A
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-07,20,35320,910,2.579,B
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-06,15,72915,728,0.999,A
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-02,7,28252,476,1.686,B
SUP-0033,Knox-Smith Group,India,Connectors,2024-06,24,21744,765,3.52,C
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-12,21,50295,1483,2.949,B
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2025-10,21,84126,620,0.738,A
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2024-12,25,37125,2809,7.569,D
SUP-0065,Garrison Group Industries,Mexico,Transformers,2025-04,19,4598,182,3.98,C
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-08,5,16650,456,2.742,B
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-04,14,3948,57,1.448,A
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2025-02,6,17598,337,1.92,B
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2023-01,19,56107,4488,8.0,D
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-03,18,27918,639,2.291,B
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2025-07,4,18152,1096,6.039,D
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2025-04,21,83664,3964,4.739,C
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2024-08,8,31152,269,0.865,A
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-10,14,17262,240,1.391,A
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2025-08,21,25011,1031,4.126,C
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2025-06,6,1656,88,5.367,D
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-02,12,43104,3422,7.941,D
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-10,14,48608,1319,2.716,B
SUP-0083,Burch-Harris Components,USA,Transformers,2025-04,25,72025,1828,2.539,B
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2025-03,7,3437,20,0.609,A
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-12,25,56725,3033,5.348,D
SUP-0145,Charles LLC Manufacturing,India,Transformers,2024-01,17,37638,779,2.071,B
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2024-10,15,69525,670,0.965,A
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-08,15,71340,1535,2.153,B
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-10,6,4092,215,5.263,D
