supplierid,suppliername,supplierregion,componenttype,month,deliveries,unitsreceived,defectiveunits,defectrate,supplierrating,risk_score,risk_category
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2023-04,9,7929,150,1.894,B,1.1964,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-05,24,22104,198,0.898,A,0.618,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-07,6,9396,361,3.847,C,2.4526,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-03,13,62439,4295,6.88,D,5.846,Medium
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2023-10,9,35910,1140,3.177,C,2.3621999999999996,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-10,25,85100,925,1.088,A,1.0228000000000002,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2024-03,12,25668,981,3.823,C,2.6862,Low
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-02,6,4242,175,4.137,C,2.5521999999999996,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-11,3,2652,45,1.727,B,1.0542,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2024-01,14,55188,759,1.377,A,1.1298,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-08,23,22885,959,4.194,C,2.9,Low
SUP-0075,White Inc Corp,India,Connectors,2023-12,2,7844,54,0.694,A,0.43799999999999994,Low
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2024-11,6,21030,815,3.88,C,2.654,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-02,17,7463,548,7.345,D,4.6262,Low
SUP-0033,Knox-Smith Group,India,Connectors,2023-04,25,99175,5727,5.775,D,5.755800000000001,Medium
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2024-04,14,4662,208,4.482,C,2.7724,Low
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2023-11,5,8800,267,3.035,C,1.9278,Low
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2025-11,17,58888,505,0.858,A,0.7167999999999999,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-03,6,21804,614,2.819,B,1.937,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2024-03,22,34694,612,1.766,B,1.3043999999999998,Low
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-12,6,3564,220,6.185,D,3.7989999999999995,Low
SUP-0033,Knox-Smith Group,India,Connectors,2025-12,3,1686,97,5.788,D,3.5116,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-07,16,30432,948,3.117,C,2.2493999999999996,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-11,13,39052,813,2.084,B,1.5756,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2025-09,18,56124,558,0.995,A,0.8202,Low
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2025-09,9,20151,276,1.372,A,0.9336000000000001,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-10,24,31920,344,1.079,A,0.7849999999999999,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2024-05,21,96033,2040,2.125,B,2.091,Low
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2024-10,4,11316,716,6.331,D,4.085,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2024-04,11,2222,55,2.508,B,1.5268,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-08,2,9934,123,1.245,A,0.7962,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-08,21,7875,49,0.63,A,0.3976,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2024-01,5,13875,187,1.35,A,0.8848,Low
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2023-12,13,58370,3914,6.706,D,5.5892,Medium
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-12,22,83424,430,0.516,A,0.48160000000000003,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2024-09,24,69384,1426,2.057,B,1.8046,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2025-03,21,20160,813,4.035,C,2.7462,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-07,9,31977,202,0.632,A,0.45999999999999996,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2025-01,5,18625,107,0.576,A,0.38839999999999997,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2023-03,10,17640,1190,6.747,D,4.5241999999999996,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2023-03,19,23978,169,0.706,A,0.49119999999999997,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-06,3,3030,94,3.118,C,1.9083999999999999,Low
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2025-06,4,17948,976,5.443,D,3.6561999999999997,Low
SUP-0062,Burke-Owens Components,India,Metal Components,2024-12,18,8118,387,4.771,C,3.0174,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2023-11,11,10549,101,0.967,A,0.6205999999999999,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-08,2,4410,120,2.731,B,1.6865999999999999,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-04,11,31691,475,1.502,B,1.0912,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2025-08,8,26480,807,3.05,C,2.1528,Low
SUP-0075,White Inc Corp,India,Connectors,2024-01,11,48708,243,0.5,A,0.3972,Low
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2025-11,14,12446,275,2.214,B,1.4384000000000001,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-05,5,10190,290,2.851,B,1.8266,Low
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-01,16,58768,2430,4.135,C,3.453,Low
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-10,5,18730,319,1.708,B,1.1523999999999999,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2023-08,10,46240,1982,4.287,C,3.365,Low
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-12,14,3192,171,5.388,D,3.3011999999999997,Low
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2024-11,21,5754,318,5.538,D,3.45,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2023-04,16,51824,1736,3.351,C,2.7049999999999996,Low
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-08,2,1578,70,4.45,C,2.698,Low
SUP-0075,White Inc Corp,India,Connectors,2025-07,3,9039,63,0.701,A,0.4458,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-01,3,7833,176,2.257,B,1.4246,Low
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-11,4,12372,74,0.604,A,0.392,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-02,2,4588,45,0.986,A,0.6096,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-05,23,109779,5983,5.451,D,5.663799999999999,Medium
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-12,8,30072,2010,6.686,D,4.8156,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-03,14,58534,292,0.5,A,0.4168,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-06,18,16452,859,5.224,D,3.4779999999999998,Low
SUP-0062,Burke-Owens Components,India,Metal Components,2025-05,16,17104,507,2.97,B,1.9848000000000001,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-05,17,80291,4038,5.03,D,4.6332,Low
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2025-06,10,28890,526,1.822,B,1.3035999999999999,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-02,3,3207,88,2.749,B,1.6845999999999999,Low
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-09,22,97262,4547,4.676,C,4.6244,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2025-03,15,43230,1364,3.156,C,2.4392,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2025-12,18,30798,373,1.214,A,0.8775999999999999,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2024-04,5,6755,159,2.361,B,1.4802000000000002,Low
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2024-05,13,19526,657,3.368,C,2.2836,Low
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-08,2,1430,77,5.419,D,3.2822,Low
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2023-02,14,3724,38,1.036,A,0.6368,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-04,7,12075,585,4.845,C,3.1409999999999996,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-09,18,3996,62,1.564,B,0.9632000000000001,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2023-09,10,36530,1578,4.322,C,3.2244,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-04,3,14859,767,5.167,D,3.4069999999999996,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-02,24,71712,749,1.045,A,0.9265999999999999,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2024-05,22,64350,4287,6.663,D,5.7126,Medium
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-12,11,21428,690,3.223,C,2.2097999999999995,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-04,12,57768,727,1.259,A,1.0462,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2024-11,12,58164,3480,5.984,D,4.9824,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2023-12,15,46440,534,1.151,A,0.9042,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-12,9,7857,172,2.194,B,1.3852,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-12,23,44068,1114,2.53,B,1.9635999999999998,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-06,8,9256,469,5.073,D,3.2314,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2024-06,22,81444,3642,4.472,C,4.140000000000001,Low
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-09,21,61320,2641,4.308,C,3.6412,Low
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-01,10,22110,1768,8.0,D,5.5072,Medium
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-02,23,83559,2859,3.422,C,3.1967999999999996,Low
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-10,7,25214,691,2.742,B,1.9216,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-05,15,19785,597,3.021,C,2.0513999999999997,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-03,8,11184,469,4.196,C,2.7051999999999996,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-06,3,12561,125,0.999,A,0.6494,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-02,11,17479,385,2.203,B,1.4758,Low
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-11,22,28776,1025,3.565,C,2.549,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-02,19,78546,6061,7.717,D,7.0546,Medium
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-02,13,6006,304,5.073,D,3.1654,Low
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2025-03,9,20619,343,1.667,B,1.1374,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-08,13,51402,2807,5.462,D,4.3999999999999995,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-04,19,92188,7037,7.634,D,7.3952,Medium
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-07,16,14752,713,4.84,C,3.1892,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2025-09,16,33792,969,2.87,B,2.1096,Low
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2025-01,12,26772,1175,4.389,C,3.1034,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-09,4,16812,336,2.004,B,1.3368,Low
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2023-01,20,17660,1017,5.76,D,3.8628,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-11,25,121100,4888,4.036,C,4.376799999999999,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-07,23,15502,370,2.39,B,1.5819999999999999,Low
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2023-06,4,1888,123,6.553,D,3.981,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-12,24,87864,7029,8.0,D,7.6116,Medium
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2025-09,7,16723,943,5.642,D,3.7624000000000004,Low
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-04,14,33530,2179,6.5,D,4.771599999999999,Low
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2025-06,23,46161,2116,4.585,C,3.5974,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-04,13,19955,929,4.657,C,3.1658,Low
SUP-0104,Bryant Inc Group,Poland,Metal Components,2023-03,3,6372,433,6.803,D,4.254999999999999,Low
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2023-08,13,38675,193,0.5,A,0.3772,Low
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-02,17,7378,409,5.549,D,3.4930000000000003,Low
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-11,7,11844,840,7.098,D,4.5948,Low
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2023-04,3,8454,406,4.812,C,3.0496,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-09,4,6440,111,1.725,B,1.0794,Low
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2025-02,6,6306,134,2.138,B,1.3364,Low
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-01,20,25960,345,1.333,A,0.9378,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2024-04,8,3664,148,4.059,C,2.4946,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2025-10,16,21872,1353,6.191,D,4.2558,Low
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-09,5,13560,113,0.839,A,0.5486,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-11,16,17536,500,2.855,B,1.9129999999999998,Low
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-04,22,86130,2445,2.839,B,2.6814,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-01,14,13062,928,7.105,D,4.6342,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2024-04,12,15528,472,3.04,C,2.0128,Low
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2025-01,3,6834,274,4.014,C,2.518,Low
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2023-03,25,54375,2523,4.641,C,3.7938,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-03,3,2772,90,3.262,C,1.9931999999999999,Low
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-05,6,18462,745,4.036,C,2.7196,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2023-02,25,57475,3616,6.293,D,5.2222,Medium
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-05,5,7440,146,1.968,B,1.2391999999999999,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-08,21,27237,727,2.671,B,1.8933999999999997,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2024-04,14,64106,1476,2.303,B,1.9722,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2024-11,13,52065,1066,2.048,B,1.6552,Low
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2024-02,9,33381,1755,5.259,D,3.8574,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-12,11,19096,1202,6.3,D,4.2608,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-06,23,62859,4108,6.537,D,5.5653999999999995,Medium
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-09,15,61995,1053,1.699,B,1.4406,Low
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2025-09,16,68128,4808,7.058,D,6.1579999999999995,Medium
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2025-04,13,57135,2519,4.41,C,3.6536,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-08,10,23370,1818,7.782,D,5.3964,Medium
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-11,4,16268,478,2.944,B,1.9576,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2025-02,23,70196,3810,5.429,D,4.7814,Low
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-05,8,20200,1061,5.257,D,3.5786,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-08,21,68775,2754,4.005,C,3.5046,Low
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-02,10,5440,31,0.578,A,0.35919999999999996,Low
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2023-11,13,64948,691,1.064,A,0.9148,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-11,2,9202,342,3.719,C,2.3682,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-11,17,57732,960,1.663,B,1.3818000000000001,Low
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-07,2,1554,86,5.554,D,3.3668000000000005,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-02,4,3624,29,0.823,A,0.5054,Low
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-11,12,20664,403,1.951,B,1.3318,Low
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-06,10,19350,1111,5.745,D,3.8914,Low
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-06,20,16260,544,3.351,C,2.2281999999999997,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-05,5,10945,353,3.233,C,2.081,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2025-12,24,52752,762,1.446,A,1.1723999999999999,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-04,18,48690,491,1.009,A,0.8018,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-10,18,59706,1931,3.235,C,2.7134,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-04,5,1895,82,4.347,C,2.641,Low
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2023-09,16,62896,547,0.87,A,0.7408,Low
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-11,11,50611,1768,3.495,C,2.8042,Low
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2024-10,21,19215,570,2.97,B,2.01,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-01,8,4584,309,6.744,D,4.169999999999999,Low
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-04,14,33180,1080,3.256,C,2.3855999999999997,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-10,9,9036,700,7.754,D,4.9323999999999995,Low
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2023-01,8,30688,527,1.718,B,1.2416,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-10,5,1395,45,3.256,C,1.9715999999999998,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-11,24,45984,755,1.642,B,1.2872,Low
SUP-0067,Woods-Liu Group,China,Transformers,2023-03,12,15132,705,4.663,C,3.0798,Low
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2025-01,23,38111,2509,6.585,D,4.954599999999999,Low
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-01,21,26922,1145,4.256,C,3.0116,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-07,12,30396,838,2.757,B,1.9894,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2025-04,9,12087,141,1.168,A,0.7572,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-01,8,30424,1872,6.153,D,4.4406,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2025-04,21,24654,1517,6.157,D,4.301,Low
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2023-03,16,41408,2353,5.685,D,4.3522,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2025-10,5,21970,367,1.671,B,1.1494,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-10,6,19686,981,4.984,C,3.3827999999999996,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2024-04,9,36342,1144,3.149,C,2.347,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2025-11,13,26234,996,3.798,C,2.6772,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-05,6,20094,920,4.582,C,3.1171999999999995,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-01,20,63960,868,1.358,A,1.1620000000000001,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-12,23,39054,3124,8.0,D,6.0496,Medium
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-12,10,29000,368,1.27,A,0.9092,Low
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-11,10,40050,733,1.832,B,1.3923999999999999,Low
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-05,17,40732,2130,5.232,D,3.9912,Low
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-10,15,38475,2032,5.284,D,3.9832,Low
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-10,22,33638,1010,3.005,C,2.207,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-11,8,35024,1423,4.064,C,3.0076,Low
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2025-09,12,56964,376,0.661,A,0.547,Low
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-11,20,7040,356,5.066,D,3.1819999999999995,Low
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2025-08,9,40023,812,2.03,B,1.5427999999999997,Low
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2024-03,21,103467,1754,1.696,B,1.7191999999999998,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-06,25,58050,1654,2.85,B,2.3716,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-09,5,16640,244,1.472,A,0.9808,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-09,12,57096,372,0.652,A,0.54,Low
