EmployeeID,Department,JobRole,TrainingCourse,TrainingDate,ExpiryDate,TrainingStatus,ComplianceStatus
EMP-10259,Quality,Quality Inspector,ISO 9001 Awareness,2023-09-21,2024-09-20,Expired,Compliant
EMP-10260,Quality,QA Manager,5S Lean Manufacturing,2024-04-30,2025-04-30,Expired,Non-Compliant
EMP-10261,Quality,QA Manager,ISO 9001 Awareness,2025-03-10,2026-03-10,Completed,Compliant
EMP-10262,HR,Training Coordinator,5S Lean Manufacturing,2025-01-23,2026-01-23,Completed,Compliant
EMP-10263,HR,HR Manager,ISO 9001 Awareness,2024-12-11,2025-12-11,Expired,Non-Compliant
EMP-10264,Quality,Auditor,5S Lean Manufacturing,2025-07-19,2026-07-19,Completed,Compliant
EMP-10265,Warehouse,Forklift Operator,5S Lean Manufacturing,2023-03-30,2025-03-29,Expired,Compliant
EMP-10266,Maintenance,Maintenance Supervisor,Safety Training,2025-02-18,2026-02-18,Completed,Compliant
EMP-10267,Warehouse,Inventory Clerk,Calibration Awareness,2025-10-12,2026-10-12,Completed,Compliant
EMP-10268,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2025-09-14,2026-09-14,Completed,Compliant
EMP-10269,Quality,Auditor,5S Lean Manufacturing,2024-08-24,2025-08-24,Expired,Non-Compliant
EMP-10270,Supply Chain,Planner,Safety Training,2024-05-07,2026-05-07,Completed,Compliant
EMP-10271,HR,HR Manager,5S Lean Manufacturing,2023-08-17,2024-08-16,Expired,Compliant
EMP-10272,Manufacturing,Machine Operator,Calibration Awareness,2025-09-24,2027-09-24,Completed,Compliant
EMP-10273,Manufacturing,Assembly Technician,Internal Auditor Training,2023-04-28,2024-04-27,Expired,Compliant
EMP-10274,Maintenance,Reliability Engineer,5S Lean Manufacturing,2023-09-24,2025-09-23,Completed,Compliant
EMP-10275,Quality,QA Manager,Calibration Awareness,2025-10-10,2026-10-10,Completed,Compliant
EMP-10276,Supply Chain,Buyer,5S Lean Manufacturing,2024-02-06,2026-02-05,Pending,Non-Compliant
EMP-10277,Warehouse,Inventory Clerk,Safety Training,2024-03-07,2025-03-07,Expired,Compliant
EMP-10278,Engineering,Design Engineer,Safety Training,2023-10-09,2024-10-08,Expired,Compliant
EMP-10279,HR,HR Manager,5S Lean Manufacturing,2025-03-30,2026-03-30,Completed,Compliant
EMP-10280,Engineering,Design Engineer,Safety Training,2024-12-28,2025-12-28,Expired,Compliant
EMP-10281,Warehouse,Warehouse Operator,Safety Training,2023-08-20,2024-08-19,Expired,Compliant
EMP-10282,Warehouse,Forklift Operator,Internal Auditor Training,2025-08-31,2026-08-31,Completed,Compliant
EMP-10283,Supply Chain,Supply Chain Analyst,Calibration Awareness,2025-07-11,2026-07-11,Completed,Compliant
EMP-10284,Maintenance,Maintenance Technician,5S Lean Manufacturing,2023-11-08,2025-11-07,Completed,Compliant
EMP-10285,Quality,QA Manager,Calibration Awareness,2024-03-29,2025-03-29,Expired,Compliant
EMP-10286,HR,HR Generalist,5S Lean Manufacturing,2024-02-03,2025-02-02,Expired,Compliant
EMP-10287,Supply Chain,Supply Chain Analyst,Calibration Awareness,2024-07-19,2025-07-19,Completed,Compliant
EMP-10288,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2025-02-25,2026-02-25,Completed,Compliant
EMP-10289,Manufacturing,Machine Operator,Safety Training,2024-01-25,2025-01-24,Completed,Compliant
EMP-10290,Supply Chain,Supply Chain Analyst,Safety Training,2024-09-27,2025-09-27,Completed,Compliant
EMP-10291,Supply Chain,Buyer,5S Lean Manufacturing,2025-06-21,2026-06-21,Expired,Compliant
EMP-10292,Supply Chain,Planner,Internal Auditor Training,2023-12-30,2025-12-29,Expired,Compliant
EMP-10293,HR,HR Generalist,Calibration Awareness,2023-07-13,2024-07-12,Expired,Non-Compliant
EMP-10294,HR,HR Generalist,ISO 9001 Awareness,2023-01-30,2024-01-30,Expired,Compliant
EMP-10295,Engineering,Design Engineer,Internal Auditor Training,2024-10-28,2025-10-28,Expired,Compliant
EMP-10296,Quality,QA Manager,Internal Auditor Training,2025-02-19,2026-02-19,Completed,Compliant
EMP-10297,HR,HR Generalist,ISO 9001 Awareness,2025-01-13,2027-01-13,Completed,Compliant
EMP-10298,Supply Chain,Logistics Coordinator,Safety Training,2023-05-02,2024-05-01,Expired,Non-Compliant
EMP-10299,Warehouse,Forklift Operator,Calibration Awareness,2025-03-22,2026-03-22,Completed,Compliant
EMP-10300,Supply Chain,Supply Chain Analyst,Safety Training,2023-03-11,2024-03-10,Expired,Compliant
EMP-10301,HR,Training Coordinator,Internal Auditor Training,2024-05-04,2026-05-04,Completed,Compliant
EMP-10302,HR,Training Coordinator,Calibration Awareness,2024-07-17,2025-07-17,Completed,Compliant
EMP-10303,Maintenance,Reliability Engineer,ISO 9001 Awareness,2023-03-07,2025-03-06,Expired,Compliant
EMP-10304,Quality,QA Manager,Safety Training,2024-04-05,2025-04-05,Expired,Compliant
EMP-10305,Quality,Quality Engineer,5S Lean Manufacturing,2025-05-10,2027-05-10,Completed,Compliant
EMP-10306,Warehouse,Forklift Operator,Calibration Awareness,2024-03-09,2026-03-09,Completed,Compliant
EMP-10307,HR,Training Coordinator,5S Lean Manufacturing,2023-11-23,2024-11-22,Expired,Compliant
EMP-10308,Engineering,Manufacturing Engineer,Calibration Awareness,2024-08-23,2025-08-23,Completed,Compliant
EMP-10309,Manufacturing,Machine Operator,5S Lean Manufacturing,2025-06-13,2026-06-13,Expired,Compliant
EMP-10310,Supply Chain,Buyer,ISO 9001 Awareness,2025-07-12,2026-07-12,Completed,Compliant
EMP-10311,Maintenance,Maintenance Supervisor,Safety Training,2023-03-14,2025-03-13,Expired,Compliant
EMP-10312,HR,HR Generalist,Calibration Awareness,2024-08-04,2025-08-04,Completed,Compliant
EMP-10313,HR,HR Generalist,Safety Training,2025-05-28,2026-05-28,Completed,Compliant
EMP-10314,Manufacturing,Line Lead,ISO 9001 Awareness,2025-06-14,2027-06-14,Completed,Compliant
EMP-10315,Warehouse,Forklift Operator,Calibration Awareness,2024-10-09,2025-10-09,Completed,Non-Compliant
EMP-10316,Engineering,Design Engineer,Safety Training,2024-04-19,2025-04-19,Expired,Compliant
EMP-10317,Engineering,Process Engineer,Safety Training,2024-08-13,2026-08-13,Completed,Compliant
EMP-10318,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2024-08-23,2026-08-23,Completed,Compliant
EMP-10319,Engineering,Process Engineer,ISO 9001 Awareness,2024-12-24,2025-12-24,Completed,Compliant
EMP-10320,Warehouse,Forklift Operator,ISO 9001 Awareness,2025-07-27,2027-07-27,Completed,Compliant
EMP-10321,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-01-06,2024-01-06,Completed,Compliant
EMP-10322,Engineering,Manufacturing Engineer,Calibration Awareness,2025-09-28,2027-09-28,Completed,Compliant
EMP-10323,Quality,Auditor,5S Lean Manufacturing,2025-10-20,2026-10-20,Completed,Compliant
EMP-10324,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-01-16,2025-01-15,Completed,Compliant
EMP-10325,Engineering,Design Engineer,Internal Auditor Training,2025-10-11,2026-10-11,Completed,Compliant
EMP-10326,Engineering,Manufacturing Engineer,Calibration Awareness,2023-03-09,2025-03-08,Expired,Non-Compliant
EMP-10327,Warehouse,Forklift Operator,ISO 9001 Awareness,2023-12-19,2024-12-18,Completed,Compliant
EMP-10328,Supply Chain,Logistics Coordinator,Calibration Awareness,2023-10-23,2024-10-22,Expired,Compliant
EMP-10329,Warehouse,Forklift Operator,ISO 9001 Awareness,2023-06-16,2024-06-15,Completed,Non-Compliant
EMP-10330,Supply Chain,Logistics Coordinator,Safety Training,2025-10-05,2026-10-05,Completed,Compliant
EMP-10331,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-06-08,2026-06-08,Completed,Compliant
EMP-10332,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2023-12-29,2024-12-28,Expired,Compliant
EMP-10333,Warehouse,Inventory Clerk,Calibration Awareness,2023-11-19,2024-11-18,Completed,Compliant
EMP-10334,Supply Chain,Buyer,Calibration Awareness,2024-08-01,2025-08-01,Expired,Compliant
EMP-10335,Quality,Quality Engineer,Safety Training,2023-05-18,2024-05-17,Expired,Compliant
EMP-10336,Engineering,Design Engineer,5S Lean Manufacturing,2023-11-28,2024-11-27,Expired,Compliant
EMP-10337,Supply Chain,Buyer,Calibration Awareness,2024-02-25,2025-02-24,Completed,Compliant
EMP-10338,Warehouse,Warehouse Operator,Safety Training,2024-04-09,2026-04-09,Completed,Compliant
EMP-10339,Supply Chain,Planner,ISO 9001 Awareness,2024-11-07,2025-11-07,Expired,Compliant
EMP-10340,Warehouse,Warehouse Supervisor,Calibration Awareness,2023-07-01,2024-06-30,Expired,Compliant
EMP-10341,Supply Chain,Buyer,5S Lean Manufacturing,2024-12-20,2025-12-20,Completed,Compliant
EMP-10342,Manufacturing,Line Lead,ISO 9001 Awareness,2025-05-28,2026-05-28,Completed,Compliant
EMP-10343,HR,HR Generalist,ISO 9001 Awareness,2024-12-11,2026-12-11,Completed,Compliant
EMP-10344,Warehouse,Forklift Operator,Safety Training,2023-08-23,2024-08-22,Expired,Compliant
EMP-10345,Maintenance,Reliability Engineer,Internal Auditor Training,2025-07-10,2027-07-10,Completed,Compliant
EMP-10346,Supply Chain,Planner,Calibration Awareness,2024-12-22,2026-12-22,Completed,Compliant
EMP-10347,Supply Chain,Supply Chain Analyst,Calibration Awareness,2025-10-21,2026-10-21,Completed,Compliant
EMP-10348,Warehouse,Warehouse Supervisor,Safety Training,2024-06-16,2025-06-16,Completed,Non-Compliant
EMP-10349,Supply Chain,Supply Chain Analyst,ISO 9001 Awareness,2024-10-18,2025-10-18,Completed,Compliant
EMP-10350,Manufacturing,Machine Operator,ISO 9001 Awareness,2023-12-23,2024-12-22,Expired,Compliant
EMP-10351,Manufacturing,Line Lead,Internal Auditor Training,2023-03-15,2025-03-14,Expired,Compliant
EMP-10352,Quality,Auditor,ISO 9001 Awareness,2024-10-12,2025-10-12,Completed,Compliant
EMP-10353,HR,HR Manager,Safety Training,2024-03-02,2026-03-02,Completed,Compliant
EMP-10354,Warehouse,Inventory Clerk,Internal Auditor Training,2024-07-14,2026-07-14,Completed,Compliant
EMP-10355,Engineering,Design Engineer,ISO 9001 Awareness,2024-07-10,2026-07-10,Completed,Compliant
EMP-10356,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2024-08-31,2026-08-31,Completed,Compliant
EMP-10357,Warehouse,Warehouse Operator,5S Lean Manufacturing,2024-11-30,2026-11-30,Pending,Compliant
EMP-10358,Manufacturing,Production Supervisor,Internal Auditor Training,2025-05-31,2026-05-31,Completed,Compliant
EMP-10359,Engineering,Manufacturing Engineer,Calibration Awareness,2024-01-21,2025-01-20,Completed,Non-Compliant
EMP-10360,Engineering,Process Engineer,5S Lean Manufacturing,2023-04-11,2024-04-10,Expired,Compliant
EMP-10361,Manufacturing,Line Lead,5S Lean Manufacturing,2025-04-29,2026-04-29,Completed,Compliant
EMP-10362,Quality,QA Manager,Internal Auditor Training,2024-03-25,2025-03-25,Completed,Compliant
EMP-10363,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2025-08-21,2026-08-21,Completed,Compliant
EMP-10364,Manufacturing,Machine Operator,ISO 9001 Awareness,2024-09-03,2026-09-03,Completed,Compliant
EMP-10365,Quality,QA Manager,5S Lean Manufacturing,2023-02-05,2025-02-04,Expired,Compliant
EMP-10366,Engineering,Process Engineer,ISO 9001 Awareness,2025-10-14,2026-10-14,Completed,Compliant
EMP-10367,Warehouse,Forklift Operator,Safety Training,2023-04-30,2024-04-29,Expired,Compliant
EMP-10368,Warehouse,Forklift Operator,Safety Training,2024-03-22,2026-03-22,Completed,Compliant
EMP-10369,Warehouse,Inventory Clerk,Internal Auditor Training,2024-10-09,2025-10-09,Expired,Compliant
EMP-10370,Manufacturing,Assembly Technician,Calibration Awareness,2024-12-01,2025-12-01,Completed,Compliant
EMP-10371,Manufacturing,Machine Operator,Internal Auditor Training,2023-05-20,2025-05-19,Expired,Non-Compliant
EMP-10372,Supply Chain,Supply Chain Analyst,Safety Training,2023-12-21,2024-12-20,Completed,Compliant
EMP-10373,Warehouse,Forklift Operator,5S Lean Manufacturing,2025-01-10,2027-01-10,Completed,Compliant
EMP-10374,Warehouse,Warehouse Supervisor,Safety Training,2023-08-21,2024-08-20,Expired,Compliant
EMP-10375,Manufacturing,Machine Operator,Internal Auditor Training,2025-05-11,2026-05-11,Completed,Compliant
EMP-10376,Manufacturing,Production Supervisor,Safety Training,2024-06-21,2025-06-21,Expired,Compliant
EMP-10377,Supply Chain,Logistics Coordinator,Internal Auditor Training,2024-03-12,2025-03-12,Expired,Non-Compliant
EMP-10378,Quality,Auditor,ISO 9001 Awareness,2023-11-17,2025-11-16,Expired,Non-Compliant
EMP-10379,Manufacturing,Line Lead,Internal Auditor Training,2023-01-25,2024-01-25,Completed,Compliant
EMP-10380,Quality,Quality Inspector,5S Lean Manufacturing,2023-10-08,2024-10-07,Expired,Compliant
EMP-10381,Quality,Quality Inspector,ISO 9001 Awareness,2023-03-04,2024-03-03,Expired,Compliant
EMP-10382,Warehouse,Warehouse Operator,ISO 9001 Awareness,2023-09-20,2024-09-19,Completed,Non-Compliant
EMP-10383,Engineering,Design Engineer,Internal Auditor Training,2023-06-29,2025-06-28,Completed,Non-Compliant
EMP-10384,HR,HR Generalist,Internal Auditor Training,2023-03-12,2025-03-11,Expired,Non-Compliant
EMP-10385,Supply Chain,Buyer,5S Lean Manufacturing,2024-09-16,2025-09-16,Expired,Compliant
EMP-10386,Supply Chain,Planner,5S Lean Manufacturing,2023-10-08,2024-10-07,Completed,Compliant
EMP-10387,Quality,Quality Engineer,Internal Auditor Training,2023-07-29,2024-07-28,Completed,Compliant
EMP-10388,Engineering,Process Engineer,Calibration Awareness,2024-07-19,2026-07-19,Completed,Compliant
EMP-10389,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-08-10,2026-08-10,Completed,Compliant
EMP-10390,Quality,Auditor,5S Lean Manufacturing,2024-09-17,2025-09-17,Expired,Compliant
EMP-10391,Quality,Quality Engineer,Internal Auditor Training,2024-10-19,2025-10-19,Expired,Compliant
EMP-10392,Engineering,Manufacturing Engineer,Calibration Awareness,2023-01-19,2024-01-19,Expired,Compliant
EMP-10393,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2025-04-05,2027-04-05,Completed,Compliant
EMP-10394,Maintenance,Reliability Engineer,Calibration Awareness,2024-05-21,2025-05-21,Expired,Compliant
EMP-10395,Engineering,Design Engineer,ISO 9001 Awareness,2024-10-23,2026-10-23,Completed,Compliant
EMP-10396,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2025-08-20,2026-08-20,Completed,Compliant
EMP-10397,Warehouse,Forklift Operator,Safety Training,2024-08-01,2025-08-01,Expired,Non-Compliant
EMP-10398,Quality,Auditor,5S Lean Manufacturing,2025-05-19,2026-05-19,Completed,Compliant
EMP-10399,Warehouse,Warehouse Operator,Safety Training,2025-10-30,2026-10-30,Completed,Compliant
EMP-10400,Manufacturing,Machine Operator,ISO 9001 Awareness,2023-02-11,2024-02-11,Expired,Compliant
EMP-10401,Engineering,Process Engineer,5S Lean Manufacturing,2023-09-28,2024-09-27,Completed,Compliant
EMP-10402,Supply Chain,Buyer,ISO 9001 Awareness,2023-10-24,2024-10-23,Completed,Compliant
EMP-10403,Quality,Auditor,Safety Training,2025-09-16,2026-09-16,Completed,Compliant
EMP-10404,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2023-06-03,2024-06-02,Completed,Compliant
EMP-10405,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-02-07,2025-02-06,Expired,Compliant
EMP-10406,Warehouse,Warehouse Operator,ISO 9001 Awareness,2024-03-04,2025-03-04,Expired,Non-Compliant
EMP-10407,Manufacturing,Machine Operator,Calibration Awareness,2023-01-06,2025-01-05,Completed,Compliant
EMP-10408,Maintenance,Maintenance Technician,Internal Auditor Training,2025-06-02,2027-06-02,Completed,Compliant
EMP-10409,Maintenance,Maintenance Technician,Internal Auditor Training,2023-07-15,2025-07-14,Expired,Non-Compliant
EMP-10410,Engineering,Process Engineer,Calibration Awareness,2024-12-19,2025-12-19,Expired,Compliant
EMP-10411,Manufacturing,Assembly Technician,Safety Training,2023-09-08,2024-09-07,Completed,Compliant
EMP-10412,Supply Chain,Planner,ISO 9001 Awareness,2024-07-03,2025-07-03,Completed,Compliant
EMP-10413,Manufacturing,Machine Operator,Internal Auditor Training,2024-04-12,2026-04-12,Completed,Compliant
EMP-10414,Manufacturing,Line Lead,Calibration Awareness,2025-05-27,2027-05-27,Completed,Compliant
EMP-10415,Supply Chain,Supply Chain Analyst,Safety Training,2025-03-19,2026-03-19,Completed,Compliant
EMP-10416,Quality,Quality Inspector,ISO 9001 Awareness,2024-11-25,2025-11-25,Completed,Compliant
EMP-10417,Manufacturing,Machine Operator,Internal Auditor Training,2023-05-14,2025-05-13,Expired,Non-Compliant
EMP-10418,Maintenance,Maintenance Supervisor,Internal Auditor Training,2024-09-03,2026-09-03,Completed,Compliant
EMP-10419,Warehouse,Forklift Operator,5S Lean Manufacturing,2024-03-25,2025-03-25,Completed,Compliant
EMP-10420,Manufacturing,Assembly Technician,5S Lean Manufacturing,2025-08-15,2026-08-15,Completed,Compliant
EMP-10421,Manufacturing,Line Lead,Calibration Awareness,2023-10-26,2025-10-25,Expired,Non-Compliant
EMP-10422,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2024-09-26,2025-09-26,Completed,Compliant
EMP-10423,Quality,Quality Engineer,Internal Auditor Training,2023-09-19,2024-09-18,Expired,Compliant
EMP-10424,Engineering,Design Engineer,ISO 9001 Awareness,2024-02-10,2025-02-09,Completed,Compliant
EMP-10425,Supply Chain,Buyer,ISO 9001 Awareness,2024-08-30,2025-08-30,Completed,Compliant
EMP-10426,Supply Chain,Buyer,Safety Training,2023-09-23,2025-09-22,Completed,Compliant
EMP-10427,Engineering,Manufacturing Engineer,Internal Auditor Training,2025-01-31,2027-01-31,Completed,Compliant
EMP-10428,Supply Chain,Planner,ISO 9001 Awareness,2025-02-05,2026-02-05,Completed,Compliant
EMP-10429,Engineering,Design Engineer,5S Lean Manufacturing,2024-08-31,2026-08-31,Completed,Compliant
EMP-10430,Quality,Quality Inspector,Safety Training,2023-05-14,2024-05-13,Completed,Compliant
EMP-10431,HR,Training Coordinator,ISO 9001 Awareness,2024-11-11,2025-11-11,Expired,Compliant
EMP-10432,Engineering,Design Engineer,5S Lean Manufacturing,2025-03-27,2026-03-27,Completed,Compliant
EMP-10433,Supply Chain,Buyer,Internal Auditor Training,2024-06-28,2026-06-28,Completed,Compliant
EMP-10434,Quality,Quality Engineer,5S Lean Manufacturing,2024-06-26,2025-06-26,Expired,Compliant
EMP-10435,Manufacturing,Assembly Technician,Calibration Awareness,2023-05-21,2024-05-20,Completed,Compliant
EMP-10436,Warehouse,Forklift Operator,Internal Auditor Training,2025-02-10,2026-02-10,Completed,Compliant
EMP-10437,Warehouse,Warehouse Operator,ISO 9001 Awareness,2025-01-29,2026-01-29,Completed,Compliant
EMP-10438,Manufacturing,Production Supervisor,Internal Auditor Training,2023-06-02,2025-06-01,Expired,Compliant
EMP-10439,Maintenance,Reliability Engineer,5S Lean Manufacturing,2023-10-27,2024-10-26,Expired,Compliant
EMP-10440,Engineering,Manufacturing Engineer,Calibration Awareness,2025-05-06,2026-05-06,Completed,Compliant
EMP-10441,Engineering,Manufacturing Engineer,Safety Training,2024-02-24,2025-02-23,Expired,Non-Compliant
EMP-10442,Engineering,Process Engineer,Calibration Awareness,2024-12-04,2025-12-04,Expired,Non-Compliant
EMP-10443,Warehouse,Warehouse Operator,Calibration Awareness,2024-06-06,2026-06-06,Pending,Compliant
EMP-10444,Engineering,Design Engineer,Safety Training,2023-09-09,2025-09-08,Expired,Compliant
EMP-10445,HR,HR Generalist,Safety Training,2024-09-16,2025-09-16,Expired,Compliant
EMP-10446,Supply Chain,Logistics Coordinator,Safety Training,2024-12-06,2026-12-06,Pending,Compliant
EMP-10447,Engineering,Process Engineer,Safety Training,2024-01-27,2026-01-26,Completed,Compliant
